-1.9805026250528,-2.38903642275858
-1.92800264414841,-2.3785677134216
-1.90939885872244,-2.37434233314872
-1.94770203040155,-2.41858046083293
-1.98253727418707,-2.42998132894295
-1.96936698197458,-2.36085219842972
-1.95352080065709,-2.2971057067522
-2.03796214409517,-2.35965814250447
-2.13771824536899,-2.46247774944411
-2.22865795069854,-2.55445285670361
-2.2908564429748,-2.610477099609
-2.24266422539757,-2.55275322808527
-2.1693362682101,-2.48010119149914
-2.13154359535201,-2.46242095653889
-2.12298716827153,-2.48224393938687
-2.14229662789221,-2.53071204438751
-2.14488518404233,-2.56904259588445
-2.04112509835883,-2.48720575941279
-1.92498715047811,-2.41789080677643
-1.86631994447353,-2.40019479004694
-1.8723578127235,-2.43113222879077
-1.92677144559306,-2.48639403545432
-1.99233572389872,-2.52204736606998
-1.99736094546509,-2.46805461779558
-1.99787883766515,-2.40308682381028
-2.03099314384818,-2.40990550480119
-2.06187775525303,-2.43594847662061
-2.08941916030247,-2.46997717645115
-2.0933820548703,-2.47191343219492
-2.02997969647771,-2.37448753505241
-1.99539622465285,-2.29090633407801
-2.04139790384601,-2.29374238360587
-2.11024398201105,-2.32313805658529
-2.18822908373114,-2.3436933118391
-2.20959966386414,-2.30416836241861
-2.16970573501989,-2.20359521607227
-2.11145831303384,-2.12408449130858
-2.12466373844374,-2.16641795818333
-2.12966481475399,-2.246952792579
-2.16673826745064,-2.35242169377031
-2.15328925242057,-2.41971859730738
-2.05700477687978,-2.36608453996718
-1.9814809775732,-2.32017987765953
-1.96972695535523,-2.33965146941867
-1.98384137929824,-2.38853109680548
-2.02258776428535,-2.4382198500244
-2.02837042673226,-2.42999859797084
-1.9339955642408,-2.3189722236894
-1.83874592758108,-2.22470775334549
-1.78005592145866,-2.19489190233859
-1.77395125997368,-2.22325290356272
-1.80824633822822,-2.29519169640908
-1.84539615657143,-2.37333628049203
-1.79692045560575,-2.3397406991243
-1.7475394065934,-2.30612932968704
-1.80097643944419,-2.35798794451954
-1.92320881241112,-2.46327480144176
-2.088588541109,-2.59792242135923
-2.20469683102879,-2.66721884065646
-2.20180815711527,-2.60414336427958
-2.1659825270537,-2.51921487883568
-2.17791104494556,-2.51098717901595
-2.21379717788997,-2.52218924010656
-2.25383017517719,-2.56141860715426
-2.267372502137,-2.55443430860424
-2.18578565469747,-2.43861457106873
-2.08800718875789,-2.30762366392892
-2.04644212931348,-2.27138614235563
-2.04275072779846,-2.30129309417185
-2.087815892268,-2.38539806886673
-2.11091101075243,-2.42700244501825
-2.05905803816614,-2.35310755339927
-2.00134497090244,-2.25476708212691
-1.98509001154374,-2.25215101305271
-2.00041098832343,-2.3164987845189
-2.04270497039652,-2.4207861527302
-2.0727968807416,-2.46319311599861
-2.00275643435719,-2.40144315775874
-1.92189118967355,-2.32474106944386
-1.86197384887553,-2.29470222258782
-1.81757187783082,-2.2946071409225
-1.78869455750786,-2.29910037201056
-1.78051406402942,-2.29417627468249
-1.73165293157667,-2.20630324787851
-1.7138438838782,-2.1197409683119
-1.79405356606959,-2.15048841116679
-1.90856321000872,-2.21731308602014
-2.0618665891906,-2.31879795086092
-2.17713053912006,-2.37806006398926
-2.18408144163211,-2.32660049626677
-2.42419730374273,-2.26207184342838
-2.40439923922228,-2.24224375908687
-2.41271108307109,-2.25800396358469
-2.49205543714293,-2.34003961099734
-2.52934767220852,-2.38341511202558
-2.49957525510838,-2.37356668320472
-2.44227953326034,-2.33293131472785
-2.4927844552743,-2.37648754036501
-2.57201508866737,-2.44381875122882
-2.63742001643497,-2.49779553730162
-2.68146990992027,-2.55054790117089
-2.60423037277033,-2.49562819359624
-2.51205905998558,-2.42199757382438
-2.47456786121098,-2.39297904404447
-2.48883295123191,-2.39510358808143
-2.51986739870688,-2.42181634892094
-2.53603069944416,-2.42030380606079
-2.43539848569749,-2.30819775904953
-2.34868046684436,-2.19969372838893
-2.32919355042866,-2.15489850429723
-2.38484675352687,-2.18224158001496
-2.4946068933599,-2.24567542585094
-2.56616082513146,-2.31018512070191
-2.52622198747873,-2.29100640256392
-2.45377455856352,-2.27060843449747
-2.4517373306825,-2.29873018037849
-2.47717928732353,-2.32642325212034
-2.50302906329155,-2.3368559303548
-2.51264368362916,-2.32393734039558
-2.42635692474659,-2.22031378453723
-2.37052577532944,-2.15130776282303
-2.40429650313689,-2.17918564664256
-2.47281245841686,-2.25675088176216
-2.56995267425739,-2.38773391459055
-2.60892453073911,-2.46812533968048
-2.55911685643747,-2.45875790552733
-2.4889488850154,-2.39258524959232
-2.51119485856088,-2.3963980683008
-2.52945091791439,-2.39952059261086
-2.5518932596299,-2.41516198398302
-2.4938607721536,-2.36970407743307
-2.34468168801282,-2.2167696123562
-2.2420175832071,-2.07755795728273
-2.24088245939378,-1.99875488288575
-2.2925132688816,-1.96348476144866
-2.36200509231062,-1.99363601265896
-2.40414726333525,-2.0411873589089
-2.32266721857039,-2.01069693372306
-2.24306232103423,-1.98542057604946
-2.22735475155617,-2.02037576688929
-2.25906841566568,-2.08940640804565
-2.33881675089952,-2.18437223496579
-2.4052390773589,-2.25203868387816
-2.34255495884316,-2.19405902083685
-2.2797544818084,-2.12854036971692
-2.31698704907685,-2.16889235118802
-2.40632107777874,-2.25777578657067
-2.54491687861765,-2.39655520885539
-2.64101137265065,-2.50177572165045
-2.61906340348809,-2.49973423385426
-2.57363679438749,-2.46492552026217
-2.59048975492649,-2.48215931802191
-2.61522387349003,-2.51198121832861
-2.64641076928742,-2.54450874203974
-2.63007670378655,-2.53321537301636
-2.49762582183096,-2.419298787258
-2.36281515630116,-2.2926765587326
-2.31377782266546,-2.2541133850587
-2.33013535738444,-2.26776216955114
-2.40735874459992,-2.33616497290208
-2.47860408482507,-2.39502929443993
-2.45380337564886,-2.36096727074909
-2.4283108967577,-2.31984488680522
-2.46058025467405,-2.34492739968719
-2.51878981002489,-2.40103517910601
-2.58255764275461,-2.477065084581
-2.56641037810638,-2.49812315799139
-2.42230956512716,-2.40420861022186
-2.28873890383054,-2.30877987929618
-2.20112985197113,-2.27129270918184
-2.15553295337374,-2.27548761233426
-2.12784112111508,-2.29280409169311
-2.11834428466095,-2.30083830170896
-2.04512842515896,-2.22103156077185
-1.99800810140069,-2.14422418934483
-2.08764044350475,-2.1518059418122
-2.20205117395341,-2.1810786421107
-2.36731430296376,-2.26759268468148
-2.4667343370597,-2.32631916151522
-2.43269858347418,-2.27495950723508
-2.06186832487612,-2.2952208205531
-2.04939959614015,-2.27897387286693
-2.05937490428989,-2.29290305162402
-2.12433602690873,-2.36286863027349
-2.16361726872355,-2.40150865265436
-2.14075041872717,-2.35708638099713
-2.10329591310127,-2.29317578662262
-2.14920079065012,-2.33374531343404
-2.22155875766124,-2.40355501734544
-2.28086340993514,-2.46313197391836
-2.32792244193088,-2.50889421779811
